ppl: 3.054487943649292
nlls:tensor(1.3769, device='cuda:0')
tensor(1.4308, device='cuda:0')
tensor(1.5093, device='cuda:0')
tensor(1.5768, device='cuda:0')
tensor(1.1721, device='cuda:0')
tensor(0.9198, device='cuda:0')
tensor(1.1021, device='cuda:0')
tensor(1.3984, device='cuda:0')
tensor(1.0203, device='cuda:0')
tensor(1.2526, device='cuda:0')
tensor(0.7589, device='cuda:0')
tensor(0.9643, device='cuda:0')
tensor(1.0494, device='cuda:0')
tensor(0.6003, device='cuda:0')
tensor(0.6770, device='cuda:0')
tensor(0.8390, device='cuda:0')
tensor(0.9984, device='cuda:0')
tensor(0.9257, device='cuda:0')
tensor(0.8963, device='cuda:0')
tensor(1.3790, device='cuda:0')
tensor(1.3339, device='cuda:0')
tensor(0.4763, device='cuda:0')
tensor(1.1565, device='cuda:0')
tensor(1.0016, device='cuda:0')
tensor(0.9570, device='cuda:0')
tensor(0.9978, device='cuda:0')
tensor(0.9404, device='cuda:0')
tensor(0.8787, device='cuda:0')
tensor(1.0720, device='cuda:0')
tensor(1.0918, device='cuda:0')
tensor(2.1501, device='cuda:0')
tensor(1.7039, device='cuda:0')
tensor(1.0645, device='cuda:0')
tensor(1.2705, device='cuda:0')
tensor(0.9984, device='cuda:0')
tensor(1.4289, device='cuda:0')
tensor(1.4328, device='cuda:0')
tensor(1.0538, device='cuda:0')
tensor(1.0790, device='cuda:0')
tensor(1.2402, device='cuda:0')
tensor(1.2066, device='cuda:0')
tensor(0.9343, device='cuda:0')
tensor(1.1711, device='cuda:0')
tensor(0.9639, device='cuda:0')
tensor(1.2802, device='cuda:0')
tensor(1.1041, device='cuda:0')
tensor(1.1913, device='cuda:0')
tensor(0.8853, device='cuda:0')
tensor(1.2072, device='cuda:0')
tensor(0.5387, device='cuda:0')
tensor(0.9143, device='cuda:0')
tensor(1.0198, device='cuda:0')
tensor(1.0758, device='cuda:0')
tensor(1.0153, device='cuda:0')
tensor(1.1661, device='cuda:0')
tensor(1.3477, device='cuda:0')
tensor(1.2390, device='cuda:0')
tensor(1.1937, device='cuda:0')
tensor(1.3330, device='cuda:0')
tensor(0.7365, device='cuda:0')
tensor(0.8204, device='cuda:0')
tensor(0.9015, device='cuda:0')
tensor(1.1838, device='cuda:0')
tensor(1.1377, device='cuda:0')
tensor(1.2298, device='cuda:0')
tensor(1.4106, device='cuda:0')
tensor(1.1952, device='cuda:0')
tensor(1.4142, device='cuda:0')
tensor(1.5516, device='cuda:0')
tensor(1.1980, device='cuda:0')
tensor(1.7226, device='cuda:0')
tensor(1.4192, device='cuda:0')
tensor(1.2266, device='cuda:0')
tensor(1.2169, device='cuda:0')
tensor(1.5543, device='cuda:0')
tensor(1.4557, device='cuda:0')
tensor(1.5780, device='cuda:0')
tensor(1.0220, device='cuda:0')
tensor(1.5372, device='cuda:0')
tensor(1.2843, device='cuda:0')
tensor(1.3145, device='cuda:0')
tensor(1.4840, device='cuda:0')
tensor(1.1892, device='cuda:0')
tensor(0.9907, device='cuda:0')
tensor(0.7701, device='cuda:0')
tensor(1.4236, device='cuda:0')
tensor(0.9291, device='cuda:0')
tensor(1.1992, device='cuda:0')
tensor(0.9146, device='cuda:0')
tensor(0.9250, device='cuda:0')
tensor(1.2713, device='cuda:0')
tensor(1.7124, device='cuda:0')
tensor(1.6348, device='cuda:0')
tensor(1.6365, device='cuda:0')
tensor(1.2789, device='cuda:0')
tensor(1.0694, device='cuda:0')
tensor(0.9671, device='cuda:0')
tensor(1.3151, device='cuda:0')
tensor(1.4115, device='cuda:0')
tensor(1.0847, device='cuda:0')
tensor(1.3101, device='cuda:0')
tensor(1.0497, device='cuda:0')
tensor(1.1298, device='cuda:0')
tensor(0.7222, device='cuda:0')
tensor(0.4974, device='cuda:0')
tensor(1.0492, device='cuda:0')
tensor(1.1854, device='cuda:0')
tensor(1.0622, device='cuda:0')
tensor(1.0732, device='cuda:0')
tensor(1.0993, device='cuda:0')
tensor(1.2056, device='cuda:0')
tensor(1.1566, device='cuda:0')
tensor(0.8724, device='cuda:0')
tensor(1.0774, device='cuda:0')
tensor(0.7519, device='cuda:0')
tensor(0.9639, device='cuda:0')
tensor(0.8267, device='cuda:0')
tensor(0.7208, device='cuda:0')
tensor(0.7444, device='cuda:0')
tensor(1.1149, device='cuda:0')
tensor(0.9490, device='cuda:0')
tensor(0.7159, device='cuda:0')
tensor(1.0104, device='cuda:0')
tensor(0.7348, device='cuda:0')
tensor(1.0451, device='cuda:0')
tensor(0.7063, device='cuda:0')
tensor(0.7496, device='cuda:0')
tensor(0.9229, device='cuda:0')
tensor(0.6193, device='cuda:0')
tensor(0.9556, device='cuda:0')
tensor(1.3179, device='cuda:0')
tensor(1.5004, device='cuda:0')
tensor(1.3518, device='cuda:0')
tensor(2.2521, device='cuda:0')
tensor(1.7175, device='cuda:0')
tensor(1.4388, device='cuda:0')
tensor(0.9579, device='cuda:0')
tensor(1.1850, device='cuda:0')
tensor(1.4206, device='cuda:0')
tensor(1.7916, device='cuda:0')
tensor(0.9916, device='cuda:0')
tensor(1.0059, device='cuda:0')
tensor(1.0856, device='cuda:0')
tensor(0.9900, device='cuda:0')
tensor(0.8768, device='cuda:0')
tensor(0.9109, device='cuda:0')
tensor(0.8849, device='cuda:0')
tensor(0.9265, device='cuda:0')
tensor(0.9614, device='cuda:0')
tensor(1.0317, device='cuda:0')
tensor(0.9433, device='cuda:0')
tensor(1.0465, device='cuda:0')
tensor(1.1470, device='cuda:0')
tensor(0.9592, device='cuda:0')
tensor(0.8856, device='cuda:0')
tensor(1.7474, device='cuda:0')
tensor(1.7234, device='cuda:0')
tensor(1.1423, device='cuda:0')
tensor(1.0776, device='cuda:0')
tensor(1.3760, device='cuda:0')
tensor(1.2651, device='cuda:0')
tensor(1.0785, device='cuda:0')
tensor(1.2707, device='cuda:0')
tensor(0.9517, device='cuda:0')
tensor(1.1845, device='cuda:0')
tensor(1.0222, device='cuda:0')
tensor(0.9693, device='cuda:0')
tensor(1.0449, device='cuda:0')
tensor(1.0274, device='cuda:0')
tensor(1.0121, device='cuda:0')
tensor(0.9355, device='cuda:0')
tensor(0.9406, device='cuda:0')
tensor(0.9819, device='cuda:0')
tensor(1.0750, device='cuda:0')
tensor(1.0025, device='cuda:0')
tensor(0.9561, device='cuda:0')
tensor(0.9805, device='cuda:0')
tensor(1.1579, device='cuda:0')
tensor(1.0763, device='cuda:0')
tensor(0.9931, device='cuda:0')
tensor(1.1441, device='cuda:0')
tensor(0.9130, device='cuda:0')
tensor(0.8292, device='cuda:0')
tensor(0.8019, device='cuda:0')
tensor(1.0986, device='cuda:0')
tensor(1.1041, device='cuda:0')
tensor(1.0020, device='cuda:0')
tensor(0.8140, device='cuda:0')
tensor(0.7904, device='cuda:0')
tensor(0.6090, device='cuda:0')
tensor(1.2719, device='cuda:0')
tensor(1.4281, device='cuda:0')
tensor(1.0286, device='cuda:0')
tensor(0.7934, device='cuda:0')
tensor(0.3770, device='cuda:0')
tensor(1.0221, device='cuda:0')
tensor(1.8499, device='cuda:0')
tensor(1.6524, device='cuda:0')
tensor(0.8768, device='cuda:0')
tensor(1.4262, device='cuda:0')
tensor(0.9645, device='cuda:0')
tensor(0.7135, device='cuda:0')
tensor(0.7268, device='cuda:0')
tensor(1.0473, device='cuda:0')
tensor(1.0831, device='cuda:0')
tensor(1.2522, device='cuda:0')
tensor(1.4848, device='cuda:0')
tensor(1.2948, device='cuda:0')
tensor(0.9168, device='cuda:0')
tensor(1.0648, device='cuda:0')
tensor(1.0669, device='cuda:0')
tensor(0.9866, device='cuda:0')
tensor(1.0345, device='cuda:0')
tensor(0.9891, device='cuda:0')
tensor(0.9638, device='cuda:0')
tensor(0.9208, device='cuda:0')
tensor(1.0055, device='cuda:0')
tensor(0.7539, device='cuda:0')
tensor(0.8252, device='cuda:0')
tensor(0.4530, device='cuda:0')
tensor(0.5358, device='cuda:0')
tensor(0.8286, device='cuda:0')
tensor(0.9733, device='cuda:0')
tensor(0.8555, device='cuda:0')
tensor(0.8451, device='cuda:0')
tensor(1.5596, device='cuda:0')
tensor(1.3806, device='cuda:0')
tensor(1.3837, device='cuda:0')
tensor(1.3259, device='cuda:0')
tensor(1.7089, device='cuda:0')
tensor(1.6903, device='cuda:0')
tensor(1.4280, device='cuda:0')
tensor(1.6435, device='cuda:0')
tensor(0.6975, device='cuda:0')
tensor(1.2619, device='cuda:0')
tensor(0.7180, device='cuda:0')
tensor(0.9815, device='cuda:0')
tensor(1.1788, device='cuda:0')
tensor(1.5871, device='cuda:0')
tensor(1.1520, device='cuda:0')
tensor(0.9397, device='cuda:0')
tensor(1.9624, device='cuda:0')
tensor(1.6065, device='cuda:0')
tensor(1.0311, device='cuda:0')
tensor(1.0743, device='cuda:0')
tensor(1.2826, device='cuda:0')
tensor(1.0207, device='cuda:0')
tensor(0.9857, device='cuda:0')
tensor(0.8905, device='cuda:0')
tensor(0.8734, device='cuda:0')
tensor(0.9273, device='cuda:0')
tensor(0.8817, device='cuda:0')
tensor(1.0824, device='cuda:0')
tensor(0.8005, device='cuda:0')
tensor(1.1292, device='cuda:0')
tensor(1.2459, device='cuda:0')
tensor(1.0670, device='cuda:0')
tensor(1.0934, device='cuda:0')
tensor(1.0850, device='cuda:0')
tensor(1.0975, device='cuda:0')
tensor(1.4040, device='cuda:0')
tensor(1.1826, device='cuda:0')
tensor(1.1632, device='cuda:0')
tensor(1.1213, device='cuda:0')
tensor(0.7907, device='cuda:0')
tensor(1.0430, device='cuda:0')
tensor(0.9574, device='cuda:0')
tensor(1.0763, device='cuda:0')
tensor(0.8281, device='cuda:0')
tensor(0.9494, device='cuda:0')
tensor(1.1678, device='cuda:0')
tensor(1.1467, device='cuda:0')
tensor(0.9182, device='cuda:0')
tensor(2.3843, device='cuda:0')
tensor(1.5549, device='cuda:0')
tensor(1.3997, device='cuda:0')
tensor(1.4804, device='cuda:0')
tensor(0.9748, device='cuda:0')
tensor(0.9025, device='cuda:0')
tensor(1.0451, device='cuda:0')
tensor(1.1738, device='cuda:0')
tensor(1.0241, device='cuda:0')
tensor(0.9048, device='cuda:0')
tensor(0.8456, device='cuda:0')
tensor(1.1779, device='cuda:0')
tensor(0.7633, device='cuda:0')
tensor(0.6048, device='cuda:0')
tensor(0.5710, device='cuda:0')
tensor(0.5871, device='cuda:0')
tensor(0.6763, device='cuda:0')
tensor(0.4863, device='cuda:0')
tensor(0.8633, device='cuda:0')
tensor(1.5059, device='cuda:0')
tensor(1.3307, device='cuda:0')
tensor(1.3042, device='cuda:0')
tensor(1.0196, device='cuda:0')
tensor(0.9133, device='cuda:0')
tensor(0.9938, device='cuda:0')
tensor(0.8887, device='cuda:0')
tensor(0.7477, device='cuda:0')
tensor(0.8017, device='cuda:0')
tensor(0.9384, device='cuda:0')
tensor(1.0327, device='cuda:0')
tensor(0.9953, device='cuda:0')
tensor(0.9961, device='cuda:0')
tensor(0.9894, device='cuda:0')
tensor(1.2888, device='cuda:0')
tensor(0.9662, device='cuda:0')
tensor(0.9722, device='cuda:0')
tensor(1.0124, device='cuda:0')
tensor(1.0725, device='cuda:0')
tensor(1.0908, device='cuda:0')
tensor(1.0047, device='cuda:0')
tensor(1.1752, device='cuda:0')
tensor(1.1089, device='cuda:0')
tensor(1.0376, device='cuda:0')
tensor(1.0033, device='cuda:0')
tensor(1.0481, device='cuda:0')
tensor(1.0381, device='cuda:0')
tensor(1.0472, device='cuda:0')
tensor(0.8939, device='cuda:0')
tensor(1.0046, device='cuda:0')
tensor(1.0838, device='cuda:0')
tensor(0.9495, device='cuda:0')
tensor(1.0172, device='cuda:0')
tensor(0.9713, device='cuda:0')
tensor(0.9529, device='cuda:0')
tensor(0.9415, device='cuda:0')
tensor(1.0337, device='cuda:0')
tensor(1.0269, device='cuda:0')
tensor(1.0427, device='cuda:0')
tensor(1.1864, device='cuda:0')
tensor(1.2927, device='cuda:0')
tensor(1.2961, device='cuda:0')
tensor(1.1836, device='cuda:0')
tensor(1.1362, device='cuda:0')
tensor(1.0526, device='cuda:0')
tensor(1.2875, device='cuda:0')
tensor(1.6585, device='cuda:0')
tensor(1.9196, device='cuda:0')
tensor(1.1058, device='cuda:0')
tensor(1.0246, device='cuda:0')
tensor(1.1099, device='cuda:0')
tensor(1.6303, device='cuda:0')
tensor(1.5070, device='cuda:0')
tensor(1.1419, device='cuda:0')
tensor(1.6283, device='cuda:0')
tensor(1.7852, device='cuda:0')
tensor(1.0777, device='cuda:0')
tensor(0.6597, device='cuda:0')
tensor(0.7994, device='cuda:0')
tensor(1.3964, device='cuda:0')
tensor(1.0917, device='cuda:0')
tensor(2.0120, device='cuda:0')
tensor(2.0135, device='cuda:0')
tensor(1.6205, device='cuda:0')
tensor(1.5254, device='cuda:0')
tensor(1.0882, device='cuda:0')
tensor(1.0907, device='cuda:0')
tensor(1.3095, device='cuda:0')
tensor(1.1220, device='cuda:0')
tensor(1.4558, device='cuda:0')
tensor(1.2998, device='cuda:0')
tensor(1.7199, device='cuda:0')
tensor(1.3234, device='cuda:0')
tensor(1.9242, device='cuda:0')
tensor(1.6591, device='cuda:0')
tensor(1.7275, device='cuda:0')
tensor(1.7095, device='cuda:0')
tensor(1.8288, device='cuda:0')
tensor(1.9747, device='cuda:0')
tensor(2.0037, device='cuda:0')
tensor(1.4181, device='cuda:0')
tensor(1.5259, device='cuda:0')
tensor(1.7253, device='cuda:0')
tensor(1.6614, device='cuda:0')
tensor(1.1121, device='cuda:0')
tensor(1.4941, device='cuda:0')
tensor(1.2507, device='cuda:0')
tensor(1.2200, device='cuda:0')
tensor(1.6939, device='cuda:0')
tensor(1.7562, device='cuda:0')
tensor(1.2377, device='cuda:0')
tensor(1.6166, device='cuda:0')
tensor(1.6317, device='cuda:0')
tensor(1.7360, device='cuda:0')
tensor(1.9211, device='cuda:0')
tensor(1.4336, device='cuda:0')
tensor(1.2024, device='cuda:0')
tensor(1.6519, device='cuda:0')
tensor(1.5288, device='cuda:0')
tensor(1.4665, device='cuda:0')
tensor(1.3656, device='cuda:0')
tensor(1.7440, device='cuda:0')
tensor(1.5839, device='cuda:0')
tensor(1.3279, device='cuda:0')
tensor(1.5122, device='cuda:0')
tensor(1.5743, device='cuda:0')
tensor(1.5284, device='cuda:0')
tensor(0.7727, device='cuda:0')
tensor(0.8299, device='cuda:0')
tensor(0.5355, device='cuda:0')
tensor(0.6613, device='cuda:0')
tensor(0.4058, device='cuda:0')
tensor(0.4285, device='cuda:0')
tensor(0.6459, device='cuda:0')
tensor(0.6637, device='cuda:0')
tensor(0.6372, device='cuda:0')
tensor(0.3528, device='cuda:0')
tensor(0.6450, device='cuda:0')
tensor(0.7760, device='cuda:0')
tensor(0.6709, device='cuda:0')
tensor(0.6409, device='cuda:0')
tensor(0.4973, device='cuda:0')
tensor(0.7715, device='cuda:0')
tensor(0.7828, device='cuda:0')
tensor(0.6727, device='cuda:0')
tensor(0.6426, device='cuda:0')
tensor(0.8431, device='cuda:0')
tensor(0.4282, device='cuda:0')
tensor(0.7757, device='cuda:0')
tensor(0.5537, device='cuda:0')
tensor(0.4938, device='cuda:0')
tensor(1.7315, device='cuda:0')
tensor(1.3228, device='cuda:0')
tensor(1.3855, device='cuda:0')
tensor(0.8271, device='cuda:0')
tensor(0.7461, device='cuda:0')
tensor(0.5973, device='cuda:0')
tensor(0.6291, device='cuda:0')
tensor(0.8468, device='cuda:0')
tensor(1.2882, device='cuda:0')
tensor(1.6263, device='cuda:0')
tensor(0.9342, device='cuda:0')
tensor(1.1882, device='cuda:0')
tensor(1.0200, device='cuda:0')
tensor(0.9750, device='cuda:0')
tensor(0.8600, device='cuda:0')
tensor(0.9608, device='cuda:0')
tensor(0.9534, device='cuda:0')
tensor(0.9809, device='cuda:0')
tensor(0.9404, device='cuda:0')
tensor(1.0807, device='cuda:0')
tensor(1.2640, device='cuda:0')
tensor(1.3258, device='cuda:0')
tensor(1.3717, device='cuda:0')
tensor(0.9910, device='cuda:0')
tensor(0.8950, device='cuda:0')
tensor(1.0772, device='cuda:0')
tensor(0.7650, device='cuda:0')
tensor(0.8233, device='cuda:0')
tensor(1.0211, device='cuda:0')
tensor(1.2225, device='cuda:0')
tensor(1.4510, device='cuda:0')
tensor(1.4084, device='cuda:0')
tensor(1.2030, device='cuda:0')
tensor(1.4867, device='cuda:0')
tensor(1.0833, device='cuda:0')
tensor(1.3863, device='cuda:0')
tensor(1.0009, device='cuda:0')
tensor(0.9342, device='cuda:0')
tensor(1.0916, device='cuda:0')
tensor(0.6852, device='cuda:0')
tensor(0.5546, device='cuda:0')
tensor(0.6033, device='cuda:0')
tensor(0.7936, device='cuda:0')
tensor(0.4224, device='cuda:0')
tensor(0.4792, device='cuda:0')
tensor(0.5696, device='cuda:0')
tensor(1.8244, device='cuda:0')
tensor(1.4805, device='cuda:0')
tensor(1.0670, device='cuda:0')
tensor(1.2466, device='cuda:0')
tensor(1.1569, device='cuda:0')
tensor(1.1046, device='cuda:0')
tensor(0.9850, device='cuda:0')
tensor(0.9496, device='cuda:0')
tensor(1.1128, device='cuda:0')
tensor(1.0585, device='cuda:0')
tensor(1.6079, device='cuda:0')
tensor(1.5396, device='cuda:0')
tensor(1.4993, device='cuda:0')
tensor(0.9922, device='cuda:0')
tensor(0.8956, device='cuda:0')
tensor(0.6069, device='cuda:0')
tensor(0.6426, device='cuda:0')
tensor(0.6903, device='cuda:0')
tensor(0.6841, device='cuda:0')
tensor(0.8567, device='cuda:0')
tensor(0.7323, device='cuda:0')
tensor(0.6621, device='cuda:0')
tensor(0.5674, device='cuda:0')
tensor(0.7267, device='cuda:0')
tensor(1.0791, device='cuda:0')
tensor(0.9133, device='cuda:0')
tensor(0.5489, device='cuda:0')
tensor(0.8660, device='cuda:0')
tensor(0.6392, device='cuda:0')
tensor(0.9287, device='cuda:0')
tensor(0.8608, device='cuda:0')
tensor(1.1072, device='cuda:0')
tensor(1.4786, device='cuda:0')
tensor(1.3571, device='cuda:0')
tensor(1.1392, device='cuda:0')
tensor(1.1889, device='cuda:0')
tensor(1.1136, device='cuda:0')
tensor(1.1665, device='cuda:0')
tensor(1.0009, device='cuda:0')
tensor(0.9572, device='cuda:0')
tensor(1.0844, device='cuda:0')
tensor(0.7002, device='cuda:0')
tensor(0.8762, device='cuda:0')
tensor(1.3032, device='cuda:0')
tensor(0.9406, device='cuda:0')
tensor(1.2764, device='cuda:0')
tensor(1.2144, device='cuda:0')
tensor(1.0640, device='cuda:0')
tensor(1.0474, device='cuda:0')
tensor(1.0554, device='cuda:0')
tensor(1.1754, device='cuda:0')
tensor(1.4416, device='cuda:0')
tensor(1.0083, device='cuda:0')
tensor(1.3682, device='cuda:0')
tensor(1.2198, device='cuda:0')
tensor(1.2768, device='cuda:0')
tensor(1.1171, device='cuda:0')
tensor(1.2131, device='cuda:0')
tensor(0.8579, device='cuda:0')
tensor(1.2924, device='cuda:0')
tensor(1.4263, device='cuda:0')
tensor(1.0437, device='cuda:0')
tensor(0.9222, device='cuda:0')
tensor(1.3626, device='cuda:0')
tensor(0.9519, device='cuda:0')
tensor(1.0332, device='cuda:0')
tensor(1.1062, device='cuda:0')
tensor(0.6886, device='cuda:0')
tensor(1.1816, device='cuda:0')
tensor(1.3523, device='cuda:0')
tensor(1.0970, device='cuda:0')
tensor(1.0430, device='cuda:0')
tensor(0.7261, device='cuda:0')
tensor(0.9073, device='cuda:0')
tensor(0.9316, device='cuda:0')
tensor(1.0972, device='cuda:0')
tensor(0.9643, device='cuda:0')
tensor(1.2981, device='cuda:0')
tensor(0.7557, device='cuda:0')
tensor(1.0287, device='cuda:0')
tensor(1.1042, device='cuda:0')
tensor(1.2691, device='cuda:0')
tensor(0.9680, device='cuda:0')
tensor(0.8921, device='cuda:0')
tensor(1.2035, device='cuda:0')
tensor(1.1777, device='cuda:0')
tensor(0.9825, device='cuda:0')
tensor(1.3109, device='cuda:0')
tensor(1.3296, device='cuda:0')
tensor(0.8251, device='cuda:0')
tensor(0.7982, device='cuda:0')
tensor(0.9067, device='cuda:0')
tensor(0.8477, device='cuda:0')
tensor(0.6460, device='cuda:0')
tensor(1.4317, device='cuda:0')
tensor(0.9604, device='cuda:0')
tensor(1.2961, device='cuda:0')
tensor(1.6947, device='cuda:0')
tensor(1.3107, device='cuda:0')
tensor(1.7651, device='cuda:0')
tensor(1.4384, device='cuda:0')
tensor(1.1005, device='cuda:0')
tensor(0.7501, device='cuda:0')
tensor(0.6957, device='cuda:0')
tensor(0.8299, device='cuda:0')
tensor(0.8545, device='cuda:0')
tensor(0.7990, device='cuda:0')
tensor(0.9694, device='cuda:0')
tensor(0.8915, device='cuda:0')
tensor(0.8424, device='cuda:0')
tensor(0.8589, device='cuda:0')
tensor(0.8943, device='cuda:0')
tensor(0.8048, device='cuda:0')
tensor(0.7761, device='cuda:0')
tensor(0.8434, device='cuda:0')
tensor(0.7814, device='cuda:0')
tensor(1.0398, device='cuda:0')
tensor(0.9475, device='cuda:0')
tensor(1.1106, device='cuda:0')
tensor(0.7373, device='cuda:0')
tensor(0.8737, device='cuda:0')
tensor(0.9692, device='cuda:0')
tensor(0.8323, device='cuda:0')
tensor(0.9556, device='cuda:0')
tensor(1.0605, device='cuda:0')
tensor(0.7735, device='cuda:0')
tensor(1.1933, device='cuda:0')
tensor(1.4512, device='cuda:0')
tensor(0.8977, device='cuda:0')
tensor(0.8171, device='cuda:0')
tensor(0.6479, device='cuda:0')
tensor(0.7053, device='cuda:0')
tensor(0.6409, device='cuda:0')
tensor(0.7572, device='cuda:0')
tensor(0.6020, device='cuda:0')
tensor(0.5892, device='cuda:0')
tensor(0.4728, device='cuda:0')
tensor(0.6637, device='cuda:0')
tensor(1.2317, device='cuda:0')
tensor(1.2090, device='cuda:0')
tensor(1.0760, device='cuda:0')
tensor(1.5150, device='cuda:0')
tensor(1.7566, device='cuda:0')
tensor(0.8631, device='cuda:0')
tensor(1.2782, device='cuda:0')
tensor(1.0173, device='cuda:0')
tensor(0.8575, device='cuda:0')
tensor(1.0938, device='cuda:0')
tensor(1.1264, device='cuda:0')
tensor(1.0555, device='cuda:0')
tensor(1.3002, device='cuda:0')
tensor(0.7928, device='cuda:0')
tensor(0.8773, device='cuda:0')
tensor(0.9070, device='cuda:0')
tensor(0.8772, device='cuda:0')
tensor(0.6153, device='cuda:0')
tensor(0.5517, device='cuda:0')
tensor(0.6528, device='cuda:0')
tensor(0.9829, device='cuda:0')
tensor(1.0308, device='cuda:0')
tensor(1.1405, device='cuda:0')
tensor(0.5364, device='cuda:0')
tensor(0.7481, device='cuda:0')
tensor(0.7791, device='cuda:0')
tensor(1.1605, device='cuda:0')
tensor(1.5682, device='cuda:0')
tensor(1.5627, device='cuda:0')
tensor(0.8652, device='cuda:0')
tensor(0.8522, device='cuda:0')
tensor(0.6879, device='cuda:0')
tensor(0.8063, device='cuda:0')
tensor(0.5961, device='cuda:0')
tensor(0.6174, device='cuda:0')
tensor(0.5852, device='cuda:0')
tensor(0.5779, device='cuda:0')
tensor(0.7150, device='cuda:0')
tensor(0.6340, device='cuda:0')
tensor(0.8506, device='cuda:0')
tensor(0.7317, device='cuda:0')
tensor(0.5978, device='cuda:0')
tensor(0.6185, device='cuda:0')
tensor(0.5371, device='cuda:0')
tensor(0.5967, device='cuda:0')
tensor(0.6403, device='cuda:0')
tensor(0.3985, device='cuda:0')
tensor(0.5757, device='cuda:0')
tensor(0.6898, device='cuda:0')
tensor(0.5850, device='cuda:0')
tensor(0.6311, device='cuda:0')
tensor(0.6090, device='cuda:0')
tensor(1.2940, device='cuda:0')
tensor(1.3841, device='cuda:0')
tensor(1.4844, device='cuda:0')
tensor(1.3241, device='cuda:0')
tensor(1.0543, device='cuda:0')
tensor(1.2202, device='cuda:0')
tensor(1.6432, device='cuda:0')
tensor(1.4636, device='cuda:0')
tensor(0.9475, device='cuda:0')
tensor(0.9845, device='cuda:0')
tensor(1.0244, device='cuda:0')
tensor(0.8201, device='cuda:0')
tensor(1.1584, device='cuda:0')
tensor(0.9593, device='cuda:0')
tensor(1.2650, device='cuda:0')
tensor(1.5791, device='cuda:0')
tensor(1.8528, device='cuda:0')
tensor(1.0322, device='cuda:0')
tensor(1.7694, device='cuda:0')
tensor(1.2338, device='cuda:0')
tensor(1.0555, device='cuda:0')
tensor(1.0824, device='cuda:0')
tensor(0.9079, device='cuda:0')
tensor(0.9702, device='cuda:0')
tensor(1.1795, device='cuda:0')
tensor(0.9969, device='cuda:0')
tensor(0.8694, device='cuda:0')
tensor(1.0351, device='cuda:0')
tensor(1.2108, device='cuda:0')
tensor(1.1415, device='cuda:0')
tensor(1.4413, device='cuda:0')
tensor(1.7701, device='cuda:0')
tensor(1.3489, device='cuda:0')
tensor(1.0615, device='cuda:0')
tensor(1.3801, device='cuda:0')
tensor(1.2905, device='cuda:0')
tensor(0.8366, device='cuda:0')
tensor(1.0973, device='cuda:0')
tensor(0.7468, device='cuda:0')
tensor(0.8689, device='cuda:0')
tensor(0.7978, device='cuda:0')
tensor(0.8951, device='cuda:0')
tensor(0.9091, device='cuda:0')
tensor(0.8924, device='cuda:0')
tensor(1.0350, device='cuda:0')
tensor(0.9661, device='cuda:0')
tensor(1.1615, device='cuda:0')
tensor(1.1591, device='cuda:0')
tensor(0.7542, device='cuda:0')
tensor(1.3382, device='cuda:0')
tensor(1.3204, device='cuda:0')
tensor(1.4492, device='cuda:0')
tensor(1.1321, device='cuda:0')
tensor(0.9693, device='cuda:0')
tensor(1.1004, device='cuda:0')
tensor(0.9370, device='cuda:0')
tensor(0.8512, device='cuda:0')
tensor(1.0177, device='cuda:0')
tensor(1.1131, device='cuda:0')
tensor(1.0652, device='cuda:0')
tensor(0.8489, device='cuda:0')
tensor(1.1567, device='cuda:0')
tensor(1.2460, device='cuda:0')
tensor(0.4265, device='cuda:0')
tensor(1.5212, device='cuda:0')
tensor(1.0167, device='cuda:0')
tensor(0.9486, device='cuda:0')
tensor(0.7648, device='cuda:0')
tensor(0.8828, device='cuda:0')
tensor(0.8142, device='cuda:0')
tensor(0.8900, device='cuda:0')
tensor(0.5161, device='cuda:0')
tensor(1.0891, device='cuda:0')
tensor(1.2494, device='cuda:0')
tensor(0.4488, device='cuda:0')
tensor(1.0759, device='cuda:0')
tensor(1.4216, device='cuda:0')
tensor(1.0007, device='cuda:0')
tensor(0.7932, device='cuda:0')
tensor(0.7195, device='cuda:0')
tensor(0.6138, device='cuda:0')
tensor(0.8372, device='cuda:0')
tensor(0.7116, device='cuda:0')
tensor(0.3938, device='cuda:0')
tensor(0.4788, device='cuda:0')
tensor(0.4944, device='cuda:0')
tensor(0.5322, device='cuda:0')
tensor(0.7812, device='cuda:0')
tensor(1.3082, device='cuda:0')
tensor(1.4046, device='cuda:0')
tensor(1.0816, device='cuda:0')
tensor(1.7301, device='cuda:0')
tensor(1.4007, device='cuda:0')
tensor(1.4247, device='cuda:0')
tensor(1.2836, device='cuda:0')
tensor(1.0106, device='cuda:0')
tensor(1.1043, device='cuda:0')
tensor(0.7478, device='cuda:0')
tensor(1.1269, device='cuda:0')
tensor(0.9556, device='cuda:0')
tensor(1.0744, device='cuda:0')
tensor(0.8445, device='cuda:0')
tensor(1.1499, device='cuda:0')
tensor(1.5834, device='cuda:0')
tensor(1.8990, device='cuda:0')
tensor(1.2027, device='cuda:0')
tensor(1.7466, device='cuda:0')
tensor(1.8533, device='cuda:0')
tensor(1.3472, device='cuda:0')
tensor(1.4185, device='cuda:0')
tensor(1.4858, device='cuda:0')
tensor(1.4245, device='cuda:0')
tensor(1.5070, device='cuda:0')
tensor(1.6957, device='cuda:0')
tensor(1.7341, device='cuda:0')
tensor(1.5569, device='cuda:0')
tensor(1.6250, device='cuda:0')
