ppl: 2.846122980117798
nlls:tensor(1.2230, device='cuda:0')
tensor(1.2345, device='cuda:0')
tensor(0.7359, device='cuda:0')
tensor(1.0774, device='cuda:0')
tensor(1.4107, device='cuda:0')
tensor(1.2205, device='cuda:0')
tensor(1.0007, device='cuda:0')
tensor(1.2185, device='cuda:0')
tensor(1.3280, device='cuda:0')
tensor(1.2679, device='cuda:0')
tensor(0.8953, device='cuda:0')
tensor(0.8891, device='cuda:0')
tensor(1.1767, device='cuda:0')
tensor(1.4704, device='cuda:0')
tensor(0.9418, device='cuda:0')
tensor(0.9386, device='cuda:0')
tensor(0.8866, device='cuda:0')
tensor(0.8550, device='cuda:0')
tensor(0.9506, device='cuda:0')
tensor(0.9007, device='cuda:0')
tensor(0.7749, device='cuda:0')
tensor(0.9608, device='cuda:0')
tensor(0.8067, device='cuda:0')
tensor(0.9760, device='cuda:0')
tensor(0.8298, device='cuda:0')
tensor(0.6368, device='cuda:0')
tensor(0.8008, device='cuda:0')
tensor(0.6276, device='cuda:0')
tensor(0.7820, device='cuda:0')
tensor(0.5311, device='cuda:0')
tensor(0.6738, device='cuda:0')
tensor(0.5983, device='cuda:0')
tensor(1.1984, device='cuda:0')
tensor(1.1874, device='cuda:0')
tensor(1.3391, device='cuda:0')
tensor(1.0120, device='cuda:0')
tensor(1.0195, device='cuda:0')
tensor(1.0156, device='cuda:0')
tensor(1.0063, device='cuda:0')
tensor(0.8032, device='cuda:0')
tensor(1.1797, device='cuda:0')
tensor(0.8579, device='cuda:0')
tensor(1.0052, device='cuda:0')
tensor(1.1424, device='cuda:0')
tensor(0.9335, device='cuda:0')
tensor(0.9973, device='cuda:0')
tensor(0.7826, device='cuda:0')
tensor(0.7815, device='cuda:0')
tensor(1.5043, device='cuda:0')
tensor(0.9052, device='cuda:0')
tensor(1.5339, device='cuda:0')
tensor(0.3806, device='cuda:0')
tensor(1.5458, device='cuda:0')
tensor(1.5475, device='cuda:0')
tensor(1.4884, device='cuda:0')
tensor(1.0587, device='cuda:0')
tensor(1.0578, device='cuda:0')
tensor(1.0949, device='cuda:0')
tensor(1.3835, device='cuda:0')
tensor(1.8669, device='cuda:0')
tensor(1.5960, device='cuda:0')
tensor(1.4408, device='cuda:0')
tensor(1.4092, device='cuda:0')
tensor(1.4504, device='cuda:0')
tensor(0.9805, device='cuda:0')
tensor(0.8795, device='cuda:0')
tensor(0.7787, device='cuda:0')
tensor(0.6653, device='cuda:0')
tensor(1.2542, device='cuda:0')
tensor(0.9871, device='cuda:0')
tensor(1.1334, device='cuda:0')
tensor(0.9681, device='cuda:0')
tensor(1.1041, device='cuda:0')
tensor(0.7171, device='cuda:0')
tensor(0.7993, device='cuda:0')
tensor(0.7482, device='cuda:0')
tensor(0.6228, device='cuda:0')
tensor(0.8121, device='cuda:0')
tensor(0.5427, device='cuda:0')
tensor(0.7732, device='cuda:0')
tensor(0.7054, device='cuda:0')
tensor(0.9999, device='cuda:0')
tensor(0.9012, device='cuda:0')
tensor(0.9684, device='cuda:0')
tensor(0.8403, device='cuda:0')
tensor(1.4888, device='cuda:0')
tensor(1.0195, device='cuda:0')
tensor(1.0299, device='cuda:0')
tensor(1.0822, device='cuda:0')
tensor(0.8253, device='cuda:0')
tensor(0.6970, device='cuda:0')
tensor(0.8216, device='cuda:0')
tensor(1.1391, device='cuda:0')
tensor(1.2762, device='cuda:0')
tensor(1.4146, device='cuda:0')
tensor(1.2207, device='cuda:0')
tensor(1.2478, device='cuda:0')
tensor(1.1362, device='cuda:0')
tensor(1.1608, device='cuda:0')
tensor(1.0742, device='cuda:0')
tensor(1.2893, device='cuda:0')
tensor(1.0905, device='cuda:0')
tensor(0.9727, device='cuda:0')
tensor(1.4952, device='cuda:0')
tensor(1.3086, device='cuda:0')
tensor(1.4858, device='cuda:0')
tensor(1.1243, device='cuda:0')
tensor(1.2486, device='cuda:0')
tensor(1.4177, device='cuda:0')
tensor(1.3591, device='cuda:0')
tensor(1.2895, device='cuda:0')
tensor(1.0308, device='cuda:0')
tensor(1.1640, device='cuda:0')
tensor(1.1332, device='cuda:0')
tensor(1.7107, device='cuda:0')
tensor(1.0970, device='cuda:0')
tensor(1.1091, device='cuda:0')
tensor(1.1814, device='cuda:0')
tensor(1.3508, device='cuda:0')
tensor(0.9884, device='cuda:0')
tensor(1.1228, device='cuda:0')
tensor(1.2789, device='cuda:0')
tensor(1.2903, device='cuda:0')
tensor(1.3320, device='cuda:0')
tensor(1.0224, device='cuda:0')
tensor(1.2376, device='cuda:0')
tensor(1.1954, device='cuda:0')
tensor(1.1066, device='cuda:0')
tensor(1.3687, device='cuda:0')
tensor(1.2416, device='cuda:0')
tensor(0.9800, device='cuda:0')
tensor(0.9775, device='cuda:0')
tensor(0.6877, device='cuda:0')
tensor(0.5746, device='cuda:0')
tensor(0.6929, device='cuda:0')
tensor(0.9108, device='cuda:0')
tensor(0.5548, device='cuda:0')
tensor(1.2366, device='cuda:0')
tensor(0.9083, device='cuda:0')
tensor(0.7811, device='cuda:0')
tensor(0.5304, device='cuda:0')
tensor(0.8450, device='cuda:0')
tensor(1.2226, device='cuda:0')
tensor(1.2743, device='cuda:0')
tensor(1.2875, device='cuda:0')
tensor(1.2728, device='cuda:0')
tensor(1.1898, device='cuda:0')
tensor(1.3865, device='cuda:0')
tensor(1.2047, device='cuda:0')
tensor(1.6870, device='cuda:0')
tensor(1.0912, device='cuda:0')
tensor(1.1595, device='cuda:0')
tensor(1.3622, device='cuda:0')
tensor(1.1007, device='cuda:0')
tensor(1.0590, device='cuda:0')
tensor(1.0116, device='cuda:0')
tensor(1.5264, device='cuda:0')
tensor(1.4493, device='cuda:0')
tensor(0.7647, device='cuda:0')
tensor(1.9014, device='cuda:0')
tensor(0.9153, device='cuda:0')
tensor(1.2925, device='cuda:0')
tensor(1.1466, device='cuda:0')
tensor(1.2585, device='cuda:0')
tensor(0.7938, device='cuda:0')
tensor(0.8588, device='cuda:0')
tensor(0.9098, device='cuda:0')
tensor(0.7105, device='cuda:0')
tensor(0.8006, device='cuda:0')
tensor(0.5031, device='cuda:0')
tensor(0.9347, device='cuda:0')
tensor(1.1511, device='cuda:0')
tensor(1.1773, device='cuda:0')
tensor(1.3424, device='cuda:0')
tensor(0.9844, device='cuda:0')
tensor(1.3446, device='cuda:0')
tensor(1.4313, device='cuda:0')
tensor(1.4684, device='cuda:0')
tensor(1.2796, device='cuda:0')
tensor(1.1627, device='cuda:0')
tensor(1.3979, device='cuda:0')
tensor(1.3561, device='cuda:0')
tensor(1.4027, device='cuda:0')
tensor(1.5349, device='cuda:0')
tensor(1.1269, device='cuda:0')
tensor(0.7795, device='cuda:0')
tensor(0.6529, device='cuda:0')
tensor(1.0133, device='cuda:0')
tensor(1.1001, device='cuda:0')
tensor(1.0924, device='cuda:0')
tensor(1.0595, device='cuda:0')
tensor(1.1922, device='cuda:0')
tensor(1.2108, device='cuda:0')
tensor(1.3968, device='cuda:0')
tensor(1.3169, device='cuda:0')
tensor(1.1011, device='cuda:0')
tensor(1.0501, device='cuda:0')
tensor(1.4813, device='cuda:0')
tensor(1.3087, device='cuda:0')
tensor(1.4689, device='cuda:0')
tensor(1.3435, device='cuda:0')
tensor(0.7941, device='cuda:0')
tensor(0.8553, device='cuda:0')
tensor(0.7554, device='cuda:0')
tensor(0.9892, device='cuda:0')
tensor(1.4213, device='cuda:0')
tensor(1.1967, device='cuda:0')
tensor(1.2327, device='cuda:0')
tensor(1.0143, device='cuda:0')
tensor(1.0083, device='cuda:0')
tensor(0.8954, device='cuda:0')
tensor(1.0242, device='cuda:0')
tensor(0.9729, device='cuda:0')
tensor(0.8746, device='cuda:0')
tensor(1.1178, device='cuda:0')
tensor(1.0007, device='cuda:0')
tensor(1.1359, device='cuda:0')
tensor(1.1547, device='cuda:0')
tensor(1.1000, device='cuda:0')
tensor(0.9798, device='cuda:0')
tensor(1.2093, device='cuda:0')
tensor(1.3843, device='cuda:0')
tensor(1.5906, device='cuda:0')
tensor(1.2071, device='cuda:0')
tensor(1.4757, device='cuda:0')
tensor(1.2538, device='cuda:0')
tensor(1.3416, device='cuda:0')
tensor(1.6251, device='cuda:0')
tensor(0.9907, device='cuda:0')
tensor(1.1056, device='cuda:0')
tensor(1.1983, device='cuda:0')
tensor(1.6565, device='cuda:0')
tensor(1.5280, device='cuda:0')
tensor(1.1835, device='cuda:0')
tensor(1.1875, device='cuda:0')
tensor(0.7795, device='cuda:0')
tensor(1.4990, device='cuda:0')
tensor(1.0187, device='cuda:0')
tensor(1.0669, device='cuda:0')
tensor(1.0621, device='cuda:0')
tensor(1.2161, device='cuda:0')
tensor(0.9043, device='cuda:0')
tensor(1.4149, device='cuda:0')
tensor(1.2844, device='cuda:0')
tensor(0.8929, device='cuda:0')
tensor(0.6212, device='cuda:0')
tensor(1.1633, device='cuda:0')
tensor(1.1774, device='cuda:0')
tensor(1.1498, device='cuda:0')
tensor(1.3271, device='cuda:0')
tensor(1.3317, device='cuda:0')
tensor(1.2804, device='cuda:0')
tensor(1.2903, device='cuda:0')
tensor(0.9949, device='cuda:0')
tensor(1.0304, device='cuda:0')
tensor(1.0042, device='cuda:0')
tensor(1.0392, device='cuda:0')
tensor(0.7915, device='cuda:0')
tensor(1.2924, device='cuda:0')
tensor(1.4460, device='cuda:0')
tensor(1.2878, device='cuda:0')
tensor(1.3771, device='cuda:0')
tensor(1.3926, device='cuda:0')
tensor(1.2145, device='cuda:0')
tensor(1.1238, device='cuda:0')
tensor(1.0391, device='cuda:0')
tensor(1.0222, device='cuda:0')
tensor(0.9127, device='cuda:0')
tensor(1.0312, device='cuda:0')
tensor(0.9686, device='cuda:0')
tensor(1.3480, device='cuda:0')
tensor(1.3665, device='cuda:0')
tensor(1.0955, device='cuda:0')
tensor(1.2884, device='cuda:0')
tensor(1.1064, device='cuda:0')
tensor(1.1737, device='cuda:0')
tensor(1.1807, device='cuda:0')
tensor(0.9190, device='cuda:0')
tensor(1.2238, device='cuda:0')
tensor(1.0188, device='cuda:0')
tensor(1.3112, device='cuda:0')
tensor(1.2630, device='cuda:0')
tensor(0.9033, device='cuda:0')
tensor(1.1644, device='cuda:0')
tensor(1.1843, device='cuda:0')
tensor(1.1026, device='cuda:0')
tensor(1.0457, device='cuda:0')
tensor(1.1653, device='cuda:0')
tensor(1.0311, device='cuda:0')
tensor(0.9553, device='cuda:0')
tensor(1.1703, device='cuda:0')
tensor(0.9857, device='cuda:0')
tensor(0.8174, device='cuda:0')
tensor(0.9885, device='cuda:0')
tensor(1.1663, device='cuda:0')
tensor(0.8699, device='cuda:0')
tensor(0.9155, device='cuda:0')
tensor(1.0418, device='cuda:0')
tensor(0.6022, device='cuda:0')
tensor(1.2950, device='cuda:0')
tensor(1.2285, device='cuda:0')
tensor(1.5653, device='cuda:0')
tensor(1.4429, device='cuda:0')
tensor(1.2180, device='cuda:0')
tensor(1.5250, device='cuda:0')
tensor(1.1870, device='cuda:0')
tensor(0.8153, device='cuda:0')
tensor(0.7157, device='cuda:0')
tensor(0.7729, device='cuda:0')
tensor(0.7916, device='cuda:0')
tensor(0.6728, device='cuda:0')
tensor(0.7549, device='cuda:0')
tensor(0.9520, device='cuda:0')
tensor(0.7443, device='cuda:0')
tensor(0.6768, device='cuda:0')
tensor(0.8125, device='cuda:0')
tensor(0.6974, device='cuda:0')
tensor(0.9648, device='cuda:0')
tensor(1.0205, device='cuda:0')
tensor(0.6470, device='cuda:0')
tensor(0.7077, device='cuda:0')
tensor(1.0785, device='cuda:0')
tensor(1.0721, device='cuda:0')
tensor(0.6773, device='cuda:0')
tensor(0.7469, device='cuda:0')
tensor(0.9219, device='cuda:0')
tensor(0.8034, device='cuda:0')
tensor(0.7497, device='cuda:0')
tensor(0.8302, device='cuda:0')
tensor(0.5064, device='cuda:0')
tensor(1.0922, device='cuda:0')
tensor(1.6705, device='cuda:0')
tensor(1.3761, device='cuda:0')
tensor(1.0846, device='cuda:0')
tensor(1.1096, device='cuda:0')
tensor(1.0320, device='cuda:0')
tensor(1.3090, device='cuda:0')
tensor(1.1261, device='cuda:0')
tensor(1.1170, device='cuda:0')
tensor(1.2710, device='cuda:0')
tensor(1.1730, device='cuda:0')
tensor(1.0609, device='cuda:0')
tensor(1.1879, device='cuda:0')
tensor(1.2939, device='cuda:0')
tensor(0.9467, device='cuda:0')
tensor(1.2372, device='cuda:0')
tensor(1.3446, device='cuda:0')
tensor(1.5160, device='cuda:0')
tensor(1.1253, device='cuda:0')
tensor(1.1841, device='cuda:0')
tensor(0.9759, device='cuda:0')
tensor(0.8777, device='cuda:0')
tensor(1.1153, device='cuda:0')
tensor(1.0503, device='cuda:0')
tensor(1.0387, device='cuda:0')
tensor(1.2078, device='cuda:0')
tensor(0.9554, device='cuda:0')
tensor(1.2173, device='cuda:0')
tensor(0.9318, device='cuda:0')
tensor(0.9051, device='cuda:0')
tensor(1.0409, device='cuda:0')
tensor(0.7255, device='cuda:0')
tensor(0.9701, device='cuda:0')
tensor(0.4354, device='cuda:0')
tensor(0.5793, device='cuda:0')
tensor(0.5616, device='cuda:0')
tensor(0.5511, device='cuda:0')
tensor(0.5732, device='cuda:0')
tensor(0.3714, device='cuda:0')
tensor(0.5864, device='cuda:0')
tensor(0.5796, device='cuda:0')
tensor(0.5379, device='cuda:0')
tensor(1.0475, device='cuda:0')
tensor(0.9155, device='cuda:0')
tensor(0.9292, device='cuda:0')
tensor(0.7762, device='cuda:0')
tensor(1.1108, device='cuda:0')
tensor(1.2898, device='cuda:0')
tensor(0.8314, device='cuda:0')
tensor(0.7140, device='cuda:0')
tensor(0.7851, device='cuda:0')
tensor(0.7524, device='cuda:0')
tensor(0.7072, device='cuda:0')
tensor(0.8155, device='cuda:0')
tensor(0.7217, device='cuda:0')
tensor(0.7664, device='cuda:0')
tensor(0.6461, device='cuda:0')
tensor(0.6950, device='cuda:0')
tensor(0.5998, device='cuda:0')
tensor(0.7791, device='cuda:0')
tensor(0.8940, device='cuda:0')
tensor(0.7924, device='cuda:0')
tensor(0.7839, device='cuda:0')
tensor(0.5949, device='cuda:0')
tensor(0.6656, device='cuda:0')
tensor(0.8599, device='cuda:0')
tensor(0.7952, device='cuda:0')
tensor(0.8783, device='cuda:0')
tensor(0.7792, device='cuda:0')
tensor(1.9236, device='cuda:0')
tensor(1.3203, device='cuda:0')
tensor(1.0245, device='cuda:0')
tensor(1.5630, device='cuda:0')
tensor(1.1349, device='cuda:0')
tensor(1.0223, device='cuda:0')
tensor(0.6725, device='cuda:0')
tensor(1.1077, device='cuda:0')
tensor(0.9107, device='cuda:0')
tensor(1.1751, device='cuda:0')
tensor(1.5095, device='cuda:0')
tensor(1.2857, device='cuda:0')
tensor(1.2322, device='cuda:0')
tensor(1.1580, device='cuda:0')
tensor(1.1014, device='cuda:0')
tensor(1.8931, device='cuda:0')
tensor(1.5389, device='cuda:0')
tensor(1.5055, device='cuda:0')
tensor(1.4851, device='cuda:0')
tensor(1.4267, device='cuda:0')
tensor(1.1383, device='cuda:0')
tensor(1.3095, device='cuda:0')
tensor(1.0764, device='cuda:0')
tensor(0.8697, device='cuda:0')
tensor(1.0635, device='cuda:0')
tensor(0.9455, device='cuda:0')
tensor(1.2070, device='cuda:0')
tensor(1.0776, device='cuda:0')
tensor(1.3511, device='cuda:0')
tensor(1.2104, device='cuda:0')
tensor(1.2798, device='cuda:0')
tensor(1.2217, device='cuda:0')
tensor(1.0417, device='cuda:0')
tensor(1.0451, device='cuda:0')
tensor(1.0684, device='cuda:0')
tensor(0.9770, device='cuda:0')
tensor(0.8797, device='cuda:0')
tensor(1.0966, device='cuda:0')
tensor(1.1654, device='cuda:0')
tensor(1.0134, device='cuda:0')
tensor(1.0902, device='cuda:0')
tensor(1.1834, device='cuda:0')
tensor(1.1799, device='cuda:0')
tensor(1.0575, device='cuda:0')
tensor(0.9499, device='cuda:0')
tensor(1.0992, device='cuda:0')
tensor(0.8814, device='cuda:0')
tensor(1.1896, device='cuda:0')
tensor(1.2259, device='cuda:0')
tensor(1.0192, device='cuda:0')
tensor(1.1076, device='cuda:0')
tensor(1.1695, device='cuda:0')
tensor(0.9626, device='cuda:0')
tensor(1.1153, device='cuda:0')
tensor(1.1242, device='cuda:0')
tensor(1.5908, device='cuda:0')
tensor(1.2865, device='cuda:0')
tensor(0.8007, device='cuda:0')
tensor(0.8915, device='cuda:0')
tensor(1.0786, device='cuda:0')
tensor(1.4812, device='cuda:0')
tensor(1.7699, device='cuda:0')
tensor(0.9635, device='cuda:0')
tensor(0.9994, device='cuda:0')
tensor(0.9893, device='cuda:0')
tensor(0.7181, device='cuda:0')
tensor(1.1256, device='cuda:0')
tensor(0.8293, device='cuda:0')
tensor(0.8187, device='cuda:0')
tensor(1.1462, device='cuda:0')
tensor(1.2290, device='cuda:0')
tensor(1.2093, device='cuda:0')
tensor(1.3154, device='cuda:0')
tensor(1.0154, device='cuda:0')
tensor(0.9061, device='cuda:0')
tensor(1.0440, device='cuda:0')
tensor(1.4016, device='cuda:0')
tensor(0.9045, device='cuda:0')
tensor(1.0833, device='cuda:0')
tensor(1.1377, device='cuda:0')
tensor(0.8700, device='cuda:0')
tensor(0.7721, device='cuda:0')
tensor(0.8114, device='cuda:0')
tensor(1.1273, device='cuda:0')
tensor(1.4816, device='cuda:0')
tensor(1.3817, device='cuda:0')
tensor(1.1376, device='cuda:0')
tensor(1.1208, device='cuda:0')
tensor(1.0672, device='cuda:0')
tensor(1.1742, device='cuda:0')
tensor(1.1125, device='cuda:0')
tensor(1.1423, device='cuda:0')
tensor(0.6844, device='cuda:0')
tensor(0.8528, device='cuda:0')
tensor(0.9851, device='cuda:0')
tensor(0.9593, device='cuda:0')
tensor(1.0871, device='cuda:0')
tensor(0.9717, device='cuda:0')
tensor(1.1116, device='cuda:0')
tensor(1.0071, device='cuda:0')
tensor(1.0832, device='cuda:0')
tensor(1.2729, device='cuda:0')
tensor(1.1342, device='cuda:0')
tensor(1.1553, device='cuda:0')
tensor(1.3761, device='cuda:0')
tensor(1.1640, device='cuda:0')
tensor(1.1440, device='cuda:0')
tensor(1.1578, device='cuda:0')
tensor(1.3875, device='cuda:0')
tensor(1.2041, device='cuda:0')
tensor(1.6932, device='cuda:0')
tensor(1.0410, device='cuda:0')
tensor(1.4151, device='cuda:0')
tensor(1.4561, device='cuda:0')
tensor(1.3180, device='cuda:0')
tensor(1.2497, device='cuda:0')
tensor(1.2688, device='cuda:0')
tensor(1.2064, device='cuda:0')
tensor(1.1631, device='cuda:0')
tensor(1.3310, device='cuda:0')
tensor(1.0716, device='cuda:0')
tensor(0.9781, device='cuda:0')
tensor(1.2045, device='cuda:0')
tensor(1.0412, device='cuda:0')
tensor(1.0518, device='cuda:0')
tensor(1.0898, device='cuda:0')
tensor(1.1817, device='cuda:0')
tensor(1.2586, device='cuda:0')
tensor(1.2105, device='cuda:0')
tensor(1.1726, device='cuda:0')
tensor(1.2152, device='cuda:0')
tensor(1.1538, device='cuda:0')
tensor(1.3854, device='cuda:0')
tensor(1.3491, device='cuda:0')
tensor(0.7584, device='cuda:0')
tensor(0.8232, device='cuda:0')
tensor(0.8935, device='cuda:0')
tensor(1.0287, device='cuda:0')
tensor(0.8404, device='cuda:0')
tensor(0.6670, device='cuda:0')
tensor(0.7354, device='cuda:0')
tensor(1.6631, device='cuda:0')
tensor(1.9408, device='cuda:0')
tensor(1.2647, device='cuda:0')
tensor(1.0524, device='cuda:0')
tensor(1.1106, device='cuda:0')
tensor(1.2170, device='cuda:0')
tensor(1.1877, device='cuda:0')
tensor(1.3621, device='cuda:0')
tensor(1.2715, device='cuda:0')
tensor(1.3381, device='cuda:0')
tensor(1.0639, device='cuda:0')
tensor(1.1185, device='cuda:0')
tensor(1.2859, device='cuda:0')
tensor(1.4153, device='cuda:0')
tensor(1.3500, device='cuda:0')
tensor(1.1394, device='cuda:0')
tensor(1.3226, device='cuda:0')
tensor(1.4313, device='cuda:0')
tensor(1.0571, device='cuda:0')
tensor(1.3215, device='cuda:0')
tensor(0.9485, device='cuda:0')
tensor(1.3486, device='cuda:0')
tensor(1.2807, device='cuda:0')
tensor(1.1479, device='cuda:0')
tensor(1.3564, device='cuda:0')
tensor(1.4186, device='cuda:0')
tensor(1.2636, device='cuda:0')
tensor(1.4836, device='cuda:0')
tensor(1.0830, device='cuda:0')
tensor(1.0963, device='cuda:0')
tensor(1.1790, device='cuda:0')
tensor(1.5001, device='cuda:0')
tensor(1.1667, device='cuda:0')
tensor(0.7428, device='cuda:0')
tensor(0.9560, device='cuda:0')
tensor(0.8171, device='cuda:0')
tensor(1.0187, device='cuda:0')
tensor(1.1495, device='cuda:0')
tensor(1.2315, device='cuda:0')
tensor(1.4302, device='cuda:0')
tensor(1.2136, device='cuda:0')
tensor(1.2591, device='cuda:0')
tensor(0.9612, device='cuda:0')
tensor(1.0791, device='cuda:0')
tensor(1.0336, device='cuda:0')
tensor(0.9710, device='cuda:0')
tensor(0.7224, device='cuda:0')
tensor(0.7868, device='cuda:0')
tensor(0.8468, device='cuda:0')
tensor(0.6654, device='cuda:0')
tensor(0.7212, device='cuda:0')
tensor(0.8749, device='cuda:0')
tensor(0.7473, device='cuda:0')
tensor(0.5019, device='cuda:0')
tensor(0.7929, device='cuda:0')
tensor(0.7428, device='cuda:0')
tensor(0.6814, device='cuda:0')
tensor(0.8478, device='cuda:0')
tensor(0.7859, device='cuda:0')
tensor(1.0365, device='cuda:0')
tensor(1.1114, device='cuda:0')
tensor(1.5038, device='cuda:0')
tensor(1.1251, device='cuda:0')
tensor(0.8567, device='cuda:0')
tensor(0.9478, device='cuda:0')
tensor(1.0507, device='cuda:0')
tensor(1.1344, device='cuda:0')
tensor(0.9592, device='cuda:0')
tensor(1.1671, device='cuda:0')
tensor(1.1660, device='cuda:0')
tensor(0.9734, device='cuda:0')
tensor(0.8441, device='cuda:0')
tensor(0.9770, device='cuda:0')
tensor(0.9220, device='cuda:0')
tensor(0.8098, device='cuda:0')
tensor(0.9125, device='cuda:0')
tensor(0.9342, device='cuda:0')
tensor(0.8615, device='cuda:0')
tensor(0.8749, device='cuda:0')
tensor(0.7936, device='cuda:0')
tensor(0.8503, device='cuda:0')
tensor(0.8864, device='cuda:0')
tensor(1.1683, device='cuda:0')
tensor(1.3509, device='cuda:0')
tensor(1.1814, device='cuda:0')
tensor(1.1643, device='cuda:0')
tensor(0.9398, device='cuda:0')
tensor(0.9716, device='cuda:0')
tensor(1.0984, device='cuda:0')
tensor(1.0212, device='cuda:0')
tensor(1.2216, device='cuda:0')
tensor(1.3295, device='cuda:0')
tensor(1.1394, device='cuda:0')
tensor(1.0819, device='cuda:0')
tensor(1.0286, device='cuda:0')
tensor(1.2553, device='cuda:0')
tensor(1.2907, device='cuda:0')
tensor(1.0110, device='cuda:0')
tensor(0.7299, device='cuda:0')
tensor(0.8860, device='cuda:0')
tensor(0.8327, device='cuda:0')
tensor(0.6920, device='cuda:0')
tensor(0.7034, device='cuda:0')
tensor(0.7686, device='cuda:0')
tensor(0.6775, device='cuda:0')
tensor(0.9236, device='cuda:0')
tensor(0.7861, device='cuda:0')
tensor(0.5979, device='cuda:0')
tensor(0.5511, device='cuda:0')
tensor(0.5987, device='cuda:0')
tensor(0.5632, device='cuda:0')
tensor(0.8099, device='cuda:0')
tensor(0.7436, device='cuda:0')
tensor(0.8752, device='cuda:0')
tensor(1.3958, device='cuda:0')
tensor(0.8262, device='cuda:0')
tensor(1.0206, device='cuda:0')
tensor(0.9079, device='cuda:0')
tensor(0.8041, device='cuda:0')
tensor(0.8249, device='cuda:0')
tensor(0.7711, device='cuda:0')
tensor(1.3291, device='cuda:0')
tensor(1.4698, device='cuda:0')
tensor(1.7544, device='cuda:0')
tensor(1.5416, device='cuda:0')
tensor(1.7825, device='cuda:0')
tensor(1.4332, device='cuda:0')
tensor(1.3633, device='cuda:0')
tensor(1.8497, device='cuda:0')
tensor(1.7128, device='cuda:0')
tensor(1.2517, device='cuda:0')
tensor(1.5189, device='cuda:0')
tensor(1.2934, device='cuda:0')
tensor(1.6228, device='cuda:0')
tensor(1.7606, device='cuda:0')
tensor(1.5043, device='cuda:0')
tensor(2.0117, device='cuda:0')
tensor(1.3836, device='cuda:0')
tensor(1.3574, device='cuda:0')
tensor(1.6002, device='cuda:0')
tensor(1.6779, device='cuda:0')
tensor(1.4822, device='cuda:0')
tensor(1.8722, device='cuda:0')
tensor(1.8418, device='cuda:0')
tensor(1.6133, device='cuda:0')
tensor(2.2524, device='cuda:0')
tensor(2.0943, device='cuda:0')
tensor(1.9345, device='cuda:0')
tensor(2.1541, device='cuda:0')
tensor(1.9722, device='cuda:0')
tensor(1.6924, device='cuda:0')
tensor(1.3697, device='cuda:0')
tensor(0.9071, device='cuda:0')
tensor(1.0041, device='cuda:0')
tensor(0.9847, device='cuda:0')
tensor(0.8155, device='cuda:0')
tensor(0.6448, device='cuda:0')
tensor(0.9442, device='cuda:0')
tensor(0.7495, device='cuda:0')
tensor(1.0177, device='cuda:0')
tensor(0.8968, device='cuda:0')
tensor(0.7534, device='cuda:0')
tensor(0.8645, device='cuda:0')
tensor(1.0762, device='cuda:0')
tensor(0.9141, device='cuda:0')
tensor(0.9053, device='cuda:0')
tensor(0.7450, device='cuda:0')
tensor(1.1615, device='cuda:0')
tensor(1.3681, device='cuda:0')
tensor(1.6228, device='cuda:0')
tensor(1.1162, device='cuda:0')
tensor(1.0103, device='cuda:0')
tensor(1.3588, device='cuda:0')
tensor(1.4034, device='cuda:0')
tensor(1.2618, device='cuda:0')
tensor(1.0664, device='cuda:0')
tensor(0.9092, device='cuda:0')
tensor(0.9302, device='cuda:0')
tensor(1.1113, device='cuda:0')
tensor(1.4543, device='cuda:0')
tensor(1.2217, device='cuda:0')
tensor(1.0536, device='cuda:0')
tensor(1.0269, device='cuda:0')
tensor(1.0547, device='cuda:0')
tensor(0.9573, device='cuda:0')
tensor(0.9191, device='cuda:0')
tensor(1.2285, device='cuda:0')
tensor(0.8996, device='cuda:0')
tensor(0.9340, device='cuda:0')
tensor(0.8415, device='cuda:0')
tensor(0.8657, device='cuda:0')
tensor(0.9508, device='cuda:0')
tensor(1.1709, device='cuda:0')
tensor(1.2435, device='cuda:0')
tensor(0.9073, device='cuda:0')
tensor(1.1592, device='cuda:0')
tensor(1.2441, device='cuda:0')
tensor(0.8604, device='cuda:0')
tensor(0.7537, device='cuda:0')
tensor(0.4930, device='cuda:0')
tensor(0.6390, device='cuda:0')
tensor(0.5404, device='cuda:0')
tensor(0.4452, device='cuda:0')
tensor(0.5608, device='cuda:0')
tensor(0.6401, device='cuda:0')
tensor(0.6300, device='cuda:0')
tensor(0.7829, device='cuda:0')
tensor(0.5723, device='cuda:0')
tensor(0.7632, device='cuda:0')
tensor(0.7913, device='cuda:0')
tensor(0.9897, device='cuda:0')
tensor(1.1518, device='cuda:0')
tensor(0.9454, device='cuda:0')
tensor(0.8070, device='cuda:0')
tensor(1.0687, device='cuda:0')
tensor(1.1354, device='cuda:0')
tensor(1.2089, device='cuda:0')
tensor(1.1615, device='cuda:0')
tensor(0.8520, device='cuda:0')
tensor(0.7181, device='cuda:0')
tensor(0.7979, device='cuda:0')
tensor(0.9000, device='cuda:0')
tensor(0.6904, device='cuda:0')
tensor(0.7973, device='cuda:0')
tensor(1.0527, device='cuda:0')
tensor(0.9911, device='cuda:0')
tensor(0.8751, device='cuda:0')
tensor(0.9706, device='cuda:0')
tensor(0.9825, device='cuda:0')
tensor(1.0272, device='cuda:0')
tensor(1.3949, device='cuda:0')
tensor(0.6079, device='cuda:0')
tensor(0.7023, device='cuda:0')
tensor(0.6554, device='cuda:0')
tensor(0.7594, device='cuda:0')
tensor(0.7466, device='cuda:0')
